channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,uploads_playlist_id,description
UCvh2Uz1gSui472re2bO2zEg,CodeInQueries,5,3690,228402,581,2016-08-12T15:28:00Z,IN,UUvh2Uz1gSui472re2bO2zEg,"Hello !!
I am Kanhaiya Kumar Gupta. I am a data analyst and in the YouTube channel i uploaded videos related to Data analytics tutorial like SQL python excel etc in Hindi language."
UCy--PYvwBwAeuYaR8JLmrfg,Microsoft Power BI,5,497000,17938999,540,2014-10-10T23:55:20Z,US,UUy--PYvwBwAeuYaR8JLmrfg,"Welcome to the official Microsoft Power BI YouTube Channel. Power BI is a business analytics service that enables you to see your data through a single pane of glass. Live Power BI dashboards and reports include visualizations and KPIs from data residing both on-premises and in the cloud, offering a consolidated view across your business. 

Power BI Desktop provides a drag-and-drop exploration of your data and a library of interactive visualizations while publishing to the Power BI service. Subscribe and watch the latest product news and updates, demos, and webinars as well as the latest training videos for Power BI. 

Microsoft YouTube Community Guidelines: 
1). Avoid explicit and inflammatory language 
2). Do not post repetitively nor spam our comment section 
3). Avoid posting personal information, such as: email, physical address, personal phone number, credit card information, or your site password. 
4). Please report posts that violate community guidelines using the spam button

"
UCZgt6AzoyjslHTC9dz0UoTw,ByteByteGo,4,1260000,51909750,155,2022-06-08T16:34:19.815645Z,,UUZgt6AzoyjslHTC9dz0UoTw,"Covering topics and trends in large-scale system design, from the authors of the best-selling System Design Interview book series. This channel is managed by Alex Xu and Sahn Lam.

To master system design, get our 158-page System Design PDF for free by subscribing to our weekly newsletter (10-min read): https://bit.ly/3tfAlYD

Take our system design online course: https://bit.ly/3mlDSk9
"
UCpMmO0A_wELVy0_6w1McxyQ,uday,4,15000,728176,35,2023-10-14T15:07:45.538157Z,IN,UUpMmO0A_wELVy0_6w1McxyQ,Live Classes Batch Starts from 01 Mar
UC1dkV_rjqGHOXyh98XxxKdA,Bright Minds Hub,4,57800,10220258,1624,2022-08-01T08:47:29.312903Z,PK,UU1dkV_rjqGHOXyh98XxxKdA,"At Bright Minds Hub, we empower students, professionals, and businesses to unlock the full potential of Microsoft Office and beyond. Our channel is dedicated to helping you work smarter with step-by-step tutorials, practical tips, and time-saving shortcuts across Excel, Word, PowerPoint, Outlook, and more. 🧑🏻‍💻

Whether you want to enhance presentations, simplify spreadsheets, or boost productivity, Bright Minds Hub is here to guide you every step of the way. 🚀

🌐 Explore in-depth trainings and membership plans at brightminds-hub.com
📩 For training inquiries, contact us at info@brightminds-hub.com

Subscribe today and join a growing community of learners who are transforming the way they work! 🔔

#BrightMindsHub #OfficeTraining #ExcelTips #Productivity #LearnWithUs
"
UC9xghV-TcBwGvK-aEMhpt5w,Data Engineering,4,277000,7904632,525,2012-06-05T12:11:51Z,IN,UU9xghV-TcBwGvK-aEMhpt5w,"This channel covers various data engineering topics like data modeling, ETL/ELT, data warehousing, Hadoop, Spark, Hive, Pig, AWS, Google Cloud, nosql data base and more "
UCmTnM9j6HaczC-WLN_TalWQ,Talentele Learning,5,12300,1117552,281,2022-05-31T11:11:13.910909Z,IN,UUmTnM9j6HaczC-WLN_TalWQ,"Talentele is Eastern India’s leading EdTech platform offering expert-led, practical training in Data Analytics, Business Analytics, Data Science, Software Testing, and SAP (ABAP, SD, MM, WM, FICO). Our programs are designed for students from all academic backgrounds and cover in-demand skills like SAP, SQL, Power BI, Python, Generative AI, Machine Learning (ML), and Deep Learning (DL) with real-time projects and personalized mentorship. With 15+ years of industry-experienced trainers and a simplified, job-oriented approach, we ensure every learner becomes career-ready. We have a proven record of placements, with 500+ students successfully placed in top MNCs like Capgemini, TCS, Accenture, and HSBC.

📩 Contact us: info@talentele.in
📱 WhatsApp: 7205617787

Subscribe now to learn real skills, get expert career guidance, and transform your future with Talentele!
"
UCAq9f7jFEA7Mtl3qOZy2h1A,Data with Zach,4,248000,5488548,153,2013-01-25T09:42:47Z,US,UUAq9f7jFEA7Mtl3qOZy2h1A,"Learn data engineering from the best!

I worked for two years at Facebook as a data engineer in 2016-2018. 
I worked for two years at Netflix as a senior data engineer and senior software engineer in 2018-2020.
I worked for two years at Airbnb as a staff data engineer! 

Follow me on all social media: @EcZachly 

I have a dog named Lulu who I love very much! 350k followers on LinkedIn;  Skilled at data engineering, analytics engineering, and software engineering; advocate for mental health"
UC4Xt-DUAapAtkfaWWkv4OAw,Programming and Math Tutorials,4,79400,10458707,265,2013-11-20T17:40:25Z,US,UU4Xt-DUAapAtkfaWWkv4OAw,"You just sat through a blah lecture on linked lists and you're completely lost. Don't lose hope! I break down complex computer science concepts and explain them in terms you can understand. In about 8 minutes you can learn how linked lists or binary search trees or Java streams work. This channel has hundreds of tutorial videos on simple and advanced programming concepts. I focus on data structures and algorithms, and teach you how to code in Java and Python. I also cover a lot of machine learning, artificial intelligence, Python libraries like Pandas and matplotlib, image processing, basic algebra, and much more. All the code presented is downloadable from my GitHub site. If you're struggling to master sorting algorithms or how to implement graphs in Java, Subscribe now!
"
UCt6BcqswUGbQfor28NDCbvw,Steven Bradburn,4,121000,32329938,145,2017-10-01T08:17:05Z,GB,UUt6BcqswUGbQfor28NDCbvw,"Welcome! I'm Steven, a part-time YouTuber serving up easy-peasy tutorials on Microsoft Excel, Word, and PowerPoint.

I also write a newsletter - Sheet Smart. Come and join!

https://steven-bradburn.beehiiv.com/subscribe"
UCSxX7Vgyu9iThxPE1jSDFdw,Excel Campus - Jon,5,667000,77879150,612,2010-02-24T04:56:51Z,US,UUSxX7Vgyu9iThxPE1jSDFdw,"Excel Campus is here to help you learn Excel and save you time with your everyday tasks.  My name is Jon Acampora and my goal is to help you improve your Excel skills.  This channel contains ""how-to"" tutorial style videos on a wide range of Excel topics including: formulas, pivot tables, macros, VBA, charts, dashboards, Power Query, Power Pivot, Power BI, and much more.

I want to hear from you and learn about what you are struggling with in Excel.  Please visit my website and subscribe to my free email newsletter.  http://www.excelcampus.com/newsletter/

And don't forget to subscribe to our YouTube channel.  Thank you!"
UCOBVUurT5tGU583XZ9eSt3Q,MediData Perspectives,4,361,16700,67,2024-03-05T19:42:13.652465Z,NG,UUOBVUurT5tGU583XZ9eSt3Q,"Welcome to MediData Perspectives, where we decide the future of healthcare through the lens of data analytics! Dive into our channel for expert data analysis shaping the healthcare landscape, sql, tableau, and python tutorials with a focus in healthcare.

Join me as I undergo a journey in unravelling the mysteries and potentials of medical data, driving impactful decisions and advancements in healthcare. 
"
UC1euMcGFe5OUZ28w9AxldXA,Data Professionals,4,1720,50308,14,2018-11-21T02:08:40Z,CA,UU1euMcGFe5OUZ28w9AxldXA,"🎉 Welcome to Data Professionals!

This channel provides comprehensive resources to help you succeed as Data Professional.

Here’s what you’ll find:
📊 Practical Tutorials: Dive into hands-on tutorials that teach essential tools like Python, SQL, Excel, Power BI, Tableau, Kobo toolbox, with examples.

💼 Portfolio Projects: Follow along with step-by-step guides to create impressive data projects that showcase your skills and help you build a strong portfolio.

🚀 Career Insights: Explore the diverse data career paths and determine if data science or engineering is the right fit for you.

🌟 Real-World Applications: Learn how data is solving problems in agriculture, fintech, health, and other sectors.

🎯 Whether you're just starting or advancing, we’ll help you turn data into solutions.

👉 Subscribe now and start your journey toward becoming a data-driven leader! ✨
"
UCQXiCnjatxiAKgWjoUlM-Xg,Jason Chong,4,1450,64610,24,2015-03-25T15:13:53Z,AU,UUQXiCnjatxiAKgWjoUlM-Xg,"Hello and welcome to my channel.

My name is Jason and I am a full-time data scientist currently based in Melbourne, Australia.

On this channel, I share my knowledge about data science and sometimes talk about life as a young adult just trying to figure things out.

Feel free to reach out if you have any questions or constructive feedback. I don’t bite, I promise!"
UCLUwoDd1qkXSa5-DsEOPL0A,Coding Kaksha,5,152,26457,120,2025-04-30T06:41:05.445294Z,IN,UULUwoDd1qkXSa5-DsEOPL0A,"Welcome to Coding Kaksha – your one-stop channel for mastering Data Engineering, Azure, Cloud Computing, and Analytics in 2025! Learn in-demand skills like Python, SQL, Power BI, Azure Data Factory, Databricks, and AWS with real-world projects and expert-led tutorials. Crack top tech interviews with our Data Engineer Interview Questions, Resume Tips, and career guides. Subscribe now to stay ahead in the ever-evolving world of cloud & data!"
UCe7IBnkjKLj8tqOn_Z86WHg,Manish Kumawat,5,108,30320,75,2024-03-04T03:11:55.245493Z,,UUe7IBnkjKLj8tqOn_Z86WHg,"👋 Hi, I’m Manish Kumawat.
I help you master skills, grow your career, and become your greatest version.

🎯 On this channel, you’ll get:

🚀 Career Roadmaps & Strategies (Power BI, Data Analyst, GATE & more)

💡 Technical Education (AI, Python, Data Science, Quantum Computing)

🗣 Productivity, Communication & Personal Growth Tips

🌍 Real-world guidance to shape your future

Whether you’re a student, job seeker, or working professional, this is your space for clarity, direction, and inspiration.

🔔 Subscribe now and start your journey to becoming the greatest version of yourself.
"
UCPuFdCqMZA0HNI5IbKbHn4Q,The Data Analyst,4,882,27861,58,2021-04-13T06:30:04.310973Z,,UUPuFdCqMZA0HNI5IbKbHn4Q,"Hello Everyone,
Welcome to my channel
Where you will get informative tips and tricks videos about Data Analyst and Data Science
which include :  SQL , PYTHON , EXCEL , TABLEAU , POWER BI And more

In Instagram I have more than 30k Followers where I put some very informative and knowledgeable post 
Do check out

And Now I'm active on YouTube aswell ,Do subscribe for Informative content regarding
Data Analyst and Data Science
"
UCJihyK0A38SZ6SdJirEdIOw,Gate Smashers,4,2460000,719525720,1934,2017-09-25T05:08:33Z,IN,UUJihyK0A38SZ6SdJirEdIOw,"Welcome to Gate Smashers, one of the fastest-growing EdTech communities with 2.45M+ learners. 🎓 We provide complete lectures for B.Tech CSE, GATE CSE, UGC NET CS, IT Officer, and PGT/TGT CS exams. On this channel, you will learn step-by-step with real life examples related to DSA, OS, DBMS, CN, TOC, Compiler, Software Engineering, Programming, Placement Prep, AI, ML, Cybersecurity, Cloud, Big Data & Emerging Tech.  

Why Gate Smashers?
1. Complete syllabus (B.Tech, GATE, NET, IT Officer, PGT/TGT)
2. Core + Advanced (AI, ML, Cloud, Cybersecurity)
3. Simplified explanations to save time
4. Placement & Govt. exam guidance
5. Trusted by millions of learners

Our Mission is to empower learners to master Computer Science & succeed in:
1. GATE CSE & NET CS
2. Govt. & IT Officer Exams
3. Teaching (PGT/TGT CS)
4. Careers in AI, ML, Cloud & Cybersecurity
5. Strong CS fundamentals for placements

 📌 Gate Smashers – Learn. Practice. Smash Your Goals.

"
UCtXZNI2L3VEwNoKKgFu82Kg,Amlan Mohanty,5,2540,141303,40,2014-04-15T10:05:11Z,,UUtXZNI2L3VEwNoKKgFu82Kg,"I’m Amlan Mohanty, a Data Scientist with a Master’s from the University of Maryland and extensive industry experience. 

I’ve been helping aspiring data scientists and analysts break into the field through practical tutorials, interview prep, and career guidance. From mastering tools like Python, SQL, and Tableau to building real-world projects using Machine Learning— I’m here to make your data journey smooth and impactful. 

🔍 What you’ll find here:
✅ Practical & Beginner-friendly tutorials on Python, R, SQL, Tableau, Data Science, Machine Learning, and more
✅ Interview prep & career tips for Data Science & Analytics roles
✅ Real-world projects to build a job-ready portfolio
✅ Industry insights & trends to stay ahead in the field

Ready to dive into Data Science and start building amazing projects? Subscribe now to Data Drool and join the journey for more content on Data Science, Analytics, and Career Growth! 💡

"
UCAaklfxjPXBPdhxTVQUHweA,Co-Coder,4,1220,650279,158,2023-12-28T18:12:55.962629Z,IN,UUAaklfxjPXBPdhxTVQUHweA,insta - @co_coder412
UC-HLXw5cFC-7zqaXqTIlj-g,Satyajit Pattnaik,4,103000,4547675,552,2013-10-19T19:17:48Z,HK,UU-HLXw5cFC-7zqaXqTIlj-g,"Welcome to the ""Satyajit Pattnaik"" YouTube channel!

I’m the founder of Zep Tech Solutions, where we focus on Zep Analytics and Zep Resume. With over 9 years of experience in data analytics, machine learning, deep learning, artificial intelligence and computer vision, I’m passionate about educating and mentoring others in these exciting fields.

On this channel, you'll find in-depth explanations of various topics in Data Analytics, Machine Learning and AI, along with real-world problem scenarios. I've delivered over 50 tech talks at meet-ups and institutions, and my goal is to make Data and AI accessible to everyone.

I invite you to subscribe and join me on this journey as we explore new technologies together. All content is free, and I promise to keep bringing you engaging and informative videos.

For collaboration inquiries, feel free to reach out at pattnaiksatyajit89@gmail.com.

Let’s dive into the world of AI and machine learning together!
"
UCEdJr5pnp-LL0hp5q616RwQ,Mr. Tableau,5,94,29890,137,2023-11-02T08:48:26.564294Z,,UUEdJr5pnp-LL0hp5q616RwQ,"¡Bienvenido a Mr. Tableau!

Soy Francisco Archilla y en este canal, te enseñaré cómo dominar Tableau y crear visualizaciones de datos impresionantes. Encuentra tutoriales, trucos y ejemplos prácticos sobre cómo mejorar de forma fácil, sencilla y rápida tus habilidades en Tableau.
Sabemos que tu tiempo es muy valioso, por lo que pretendemos que nuestros vídeos te enseñen todo lo posible en el más breve y corto período de tiempo.
¡Suscríbete para no perderte nuestras últimos Tips de Tableau. También síguenos en redes sociales para mantenernos conectados!



"
UCDrf0V4fcBr5FlCtKwvpfwA,College Wallah,4,948000,110613200,1397,2022-08-16T10:03:35.983696Z,IN,UUDrf0V4fcBr5FlCtKwvpfwA,"Welcome to College Wallah Channel, the channel which will help you right from your college journey till your landing in your dream Job. You will get all the solutions for your college problems. Not only your problems,you will learn here each and every thing related to your college life. 
Are you thinking it's Just about College Life ?? Nooo, it's so much more than that!!! You will get all the necessary tips regarding your education, time management and even career guidance. Roadmaps to achieve Big and Grow higher directly from the Pro personalities and experts of the industry. Not the Just Experienced ones, Younger ones of your age with a lot of experience. Everything at a single place!!! Let us Help you to get the success from the bottom till you reach your destined heights.
"
UCY0isIThHOkcIOTB7WWVK6A,digitalSamaritan,4,15800,2383457,470,2021-11-27T18:55:38.398294Z,CA,UUY0isIThHOkcIOTB7WWVK6A,"🫡 Exploring all the things you can actually do with AI:) 

Hi, my name is Kushank :) 

I am an engineer turned a creator entrepreneur. I have always been a generalist and a productivity need so had to find tools & workflows to optimize all my business operations. I see AI tools and workflows a way to bridge the skill gap or the time gap. I've been talking about AI since 2020 on my tiktok & Instagram (long before it was cool) 
"
